"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"172","no checking",12,"existing paid","furniture/equipment",763,"<100","1<=X<4",4,"female div/dep/mar","none",1,"real estate",26,"stores","own",1,"skilled",1,"1","1","good"
"173","0<=X<200",24,"delayed previously","furniture/equipment",2064,"<100","unemployed",3,"female div/dep/mar","none",2,"life insurance",34,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"174","0<=X<200",8,"existing paid","radio/tv",1414,"<100","1<=X<4",4,"male single","guarantor",2,"real estate",33,"stores","own",1,"skilled",1,"0","0","good"
"175","<0",21,"delayed previously","education",3414,"<100","<1",2,"male single","none",1,"life insurance",26,"stores","own",2,"skilled",1,"0","1","bad"
"176","no checking",30,"all paid","used car",6296.78,"no known savings","unemployed",4,"female div/dep/mar","none",1,"real estate",53,"bank","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"177","<0",12,"existing paid","furniture/equipment",2577,"<100","1<=X<4",2,"male div/sep","none",2,"car",42,"stores","own",1,"skilled",1,"0","1","good"
"178","<0",6,"critical/order existing credit","radio/tv",338,"500<=X<1000",">=7",4,"male single","none",4,"car",52,"stores","own",2,"skilled",1,"0","1","good"
"179","no checking",12,"existing paid","radio/tv",1963,"<100","4<=X<7",4,"male single","none",2,"car",31,"stores","rent",2,"high qualif/self emp/mgmt",2,"1","1","good"
"180","<0",21,"critical/order existing credit","new car",571,"<100",">=7",4,"male single","none",4,"real estate",65,"stores","own",2,"skilled",1,"0","1","good"
"181","no checking",36,"delayed previously","business",9572,"<100","<1",1,"male div/sep","none",1,"car",28,"stores","own",2,"skilled",1,"0","1","bad"
"182","0<=X<200",36,"delayed previously","business",4455,"<100","1<=X<4",2,"male div/sep","none",2,"real estate",30,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","bad"
"183","<0",21,"all paid","new car",1647,"no known savings","1<=X<4",4,"male single","none",2,"life insurance",40,"stores","own",2,"unskilled resident",2,"0","1","bad"
"184","no checking",24,"critical/order existing credit","furniture/equipment",3777,">=1000","1<=X<4",4,"male single","none",4,"real estate",50,"stores","own",1,"skilled",1,"1","1","good"
"185","0<=X<200",18,"critical/order existing credit","new car",884,"<100",">=7",4,"male single","none",4,"car",36,"bank","own",1,"skilled",2,"1","1","bad"
"186","no checking",15,"critical/order existing credit","radio/tv",1360,"<100","1<=X<4",4,"male single","none",2,"life insurance",31,"stores","own",2,"skilled",1,"0","1","good"
"187","0<=X<200",9,"all paid","used car",5129,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",74,"bank","for free",1,"high qualif/self emp/mgmt",2,"1","1","bad"
"188","0<=X<200",16,"critical/order existing credit","new car",1175,"<100","unemployed",2,"male single","none",3,"car",68,"stores","for free",3,"unemp/unskilled non res",1,"1","1","good"
"189","<0",12,"existing paid","radio/tv",674,"100<=X<500","4<=X<7",4,"male mar/wid","none",1,"life insurance",20,"stores","own",1,"skilled",1,"0","1","bad"
"190","0<=X<200",18,"no credits/all paid","furniture/equipment",3244,"<100","1<=X<4",1,"female div/dep/mar","none",4,"car",33,"bank","own",2,"skilled",1,"1","1","good"
"191","no checking",24,"existing paid","business",4591,">=1000","1<=X<4",2,"male single","none",3,"life insurance",54,"stores","own",3,"high qualif/self emp/mgmt",1,"1","1","bad"
"192","0<=X<200",48,"no credits/all paid","business",3844,"100<=X<500","4<=X<7",4,"male single","none",4,"no known property",34,"stores","for free",1,"unskilled resident",2,"0","1","bad"
"193","0<=X<200",27,"existing paid","business",3915,"<100","1<=X<4",4,"male single","none",2,"car",36,"stores","own",1,"skilled",2,"1","1","bad"
"194","no checking",6,"existing paid","radio/tv",2108,"<100","4<=X<7",2,"male mar/wid","none",2,"real estate",29,"stores","rent",1,"skilled",1,"0","1","good"
"195","0<=X<200",45,"existing paid","radio/tv",3031,"100<=X<500","1<=X<4",4,"male single","guarantor",4,"life insurance",21,"stores","rent",1,"skilled",1,"0","1","bad"
"196","0<=X<200",9,"critical/order existing credit","education",1501,"<100",">=7",2,"female div/dep/mar","none",3,"car",34,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","bad"
"197","no checking",6,"critical/order existing credit","radio/tv",1382,"<100","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"stores","own",2,"skilled",1,"1","1","good"
"198","0<=X<200",12,"existing paid","furniture/equipment",951,"100<=X<500","<1",4,"female div/dep/mar","none",4,"car",27,"bank","rent",4,"skilled",1,"0","1","bad"
"199","0<=X<200",24,"existing paid","used car",2760,"no known savings",">=7",4,"male single","none",4,"no known property",36,"bank","for free",1,"skilled",1,"1","1","good"
"200","0<=X<200",18,"delayed previously","furniture/equipment",4297,"<100",">=7",4,"male div/sep","none",3,"no known property",40,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"201","no checking",9,"critical/order existing credit","education",936,"500<=X<1000",">=7",4,"male single","none",2,"car",52,"stores","own",2,"skilled",1,"1","1","good"
"202","<0",12,"existing paid","new car",1168,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",27,"stores","own",1,"unskilled resident",1,"0","1","good"
"203","no checking",27,"delayed previously","business",5117,"<100","4<=X<7",3,"male single","none",4,"car",29,"stores","own",2,"skilled",1,"0","1","good"
"204","<0",12,"existing paid","retraining",902,"<100","4<=X<7",4,"male mar/wid","none",4,"life insurance",21,"stores","rent",1,"skilled",1,"0","1","bad"
"205","no checking",12,"critical/order existing credit","new car",1495,"<100",">=7",4,"male single","none",1,"real estate",38,"stores","own",2,"unskilled resident",2,"0","1","good"
"206","<0",30,"critical/order existing credit","used car",10623,"<100",">=7",3,"male single","none",4,"no known property",38,"stores","for free",3,"high qualif/self emp/mgmt",2,"1","1","good"
"207","no checking",12,"critical/order existing credit","furniture/equipment",1935,"<100",">=7",4,"male single","none",4,"real estate",43,"stores","own",3,"skilled",1,"1","1","good"
"208","0<=X<200",12,"critical/order existing credit","domestic appliance",1424,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"stores","own",1,"skilled",1,"0","1","good"
"209","<0",24,"existing paid","business",6568,"<100","1<=X<4",2,"male mar/wid","none",2,"car",21,"stores","own",1,"unskilled resident",1,"0","1","good"
"210","no checking",12,"existing paid","used car",1413,">=1000","4<=X<7",3,"male single","none",2,"life insurance",55,"stores","own",1,"skilled",1,"0","0","good"
"211","no checking",9,"critical/order existing credit","radio/tv",3074,"no known savings","1<=X<4",1,"male single","none",2,"real estate",33,"stores","own",2,"skilled",2,"0","1","good"
"212","no checking",36,"existing paid","radio/tv",3835,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",45,"stores","own",1,"unskilled resident",1,"1","1","good"
"213","<0",27,"no credits/all paid","business",5293,"<100","unemployed",2,"male single","none",4,"life insurance",50,"stores","own",2,"skilled",1,"1","1","bad"
"214",">=200",30,"delayed previously","business",1908,"<100",">=7",4,"male single","none",4,"real estate",66,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"215","no checking",36,"critical/order existing credit","radio/tv",3342,"no known savings",">=7",4,"male single","none",2,"car",51,"stores","own",1,"skilled",1,"1","1","good"
"216","0<=X<200",6,"critical/order existing credit","retraining",932,"no known savings","4<=X<7",1,"female div/dep/mar","none",3,"life insurance",39,"stores","own",2,"unskilled resident",1,"0","1","good"
"217","<0",18,"no credits/all paid","business",3104,"<100","4<=X<7",3,"male single","none",1,"life insurance",31,"bank","own",1,"skilled",1,"1","1","good"
"218",">=200",36,"existing paid","radio/tv",3913,"<100","1<=X<4",2,"male single","none",2,"real estate",23,"stores","own",1,"skilled",1,"1","1","good"
"219","<0",24,"existing paid","furniture/equipment",3021,"<100","1<=X<4",2,"male div/sep","none",2,"real estate",24,"stores","rent",1,"unskilled resident",1,"0","1","good"
"220","no checking",10,"existing paid","new car",1364,"<100","1<=X<4",2,"female div/dep/mar","none",4,"car",64,"stores","own",1,"skilled",1,"1","1","good"
"221","0<=X<200",12,"existing paid","radio/tv",625,"<100","<1",4,"male mar/wid","guarantor",1,"real estate",26,"bank","own",1,"unskilled resident",1,"0","1","good"
"222","<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",1,"1","1","good"
"223","no checking",12,"existing paid","radio/tv",707,"<100","1<=X<4",4,"male single","none",2,"real estate",30,"bank","own",2,"skilled",1,"0","1","good"
"224","no checking",24,"delayed previously","business",2978,"no known savings","1<=X<4",4,"male single","none",4,"real estate",32,"stores","own",2,"skilled",2,"1","1","good"
"225","no checking",15,"existing paid","used car",4657,"<100","1<=X<4",3,"male single","none",2,"car",30,"stores","own",1,"skilled",1,"1","1","good"
"226","no checking",36,"no credits/all paid","repairs",2613,"<100","1<=X<4",4,"male single","none",2,"car",27,"stores","own",2,"skilled",1,"0","1","good"
"227","0<=X<200",48,"existing paid","radio/tv",10961,">=1000","4<=X<7",1,"male single","co applicant",2,"no known property",27,"bank","own",2,"skilled",1,"1","1","bad"
"228","<0",12,"existing paid","furniture/equipment",7865,"<100",">=7",4,"male single","none",4,"no known property",53,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"229","no checking",9,"existing paid","radio/tv",1478,"<100","4<=X<7",4,"male single","none",2,"car",22,"stores","own",1,"skilled",1,"0","1","bad"
"230","<0",24,"existing paid","furniture/equipment",3149,"<100","<1",4,"male single","none",1,"no known property",22,"bank","for free",1,"skilled",1,"0","1","good"
"231",">=200",36,"existing paid","radio/tv",4210,"<100","1<=X<4",4,"male single","none",2,"car",26,"stores","own",1,"skilled",1,"0","1","bad"
"232","no checking",9,"existing paid","new car",2507,"500<=X<1000",">=7",2,"male single","none",4,"no known property",51,"stores","for free",1,"unskilled resident",1,"0","1","good"
"233","no checking",12,"existing paid","radio/tv",2141,"100<=X<500","4<=X<7",3,"male single","none",1,"no known property",35,"stores","own",1,"skilled",1,"0","1","good"
"234","0<=X<200",18,"existing paid","radio/tv",866,"<100","1<=X<4",4,"male mar/wid","guarantor",2,"real estate",25,"stores","own",1,"unskilled resident",1,"0","1","good"
"235","no checking",4,"critical/order existing credit","radio/tv",1544,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"stores","own",3,"unskilled resident",2,"0","1","good"
"236","<0",24,"existing paid","radio/tv",1823,"<100","unemployed",4,"male single","none",2,"car",30,"stores","own",1,"high qualif/self emp/mgmt",2,"0","1","bad"
"237","0<=X<200",6,"existing paid","new car",14555,"no known savings","unemployed",1,"male single","none",2,"life insurance",23,"stores","own",1,"unemp/unskilled non res",1,"1","1","bad"
"238","0<=X<200",21,"existing paid","business",2767,"100<=X<500",">=7",4,"male div/sep","none",2,"car",61,"bank","rent",2,"unskilled resident",1,"0","1","bad"
"239","no checking",12,"critical/order existing credit","radio/tv",1291,"<100","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",35,"stores","own",2,"skilled",1,"0","1","good"
"240","<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",3,"life insurance",39,"stores","own",1,"skilled",2,"0","1","good"
"241","<0",24,"existing paid","new car",915,"no known savings",">=7",4,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"0","1","bad"
"242","no checking",6,"existing paid","radio/tv",1595,"<100","4<=X<7",3,"male single","none",2,"life insurance",51,"stores","own",1,"skilled",2,"0","1","good"
"243","<0",48,"no credits/all paid","used car",4605,"<100",">=7",3,"male single","none",4,"no known property",24,"stores","for free",2,"skilled",2,"0","1","bad"
"244","no checking",12,"critical/order existing credit","business",1185,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",27,"stores","own",2,"skilled",1,"0","1","good"
"245","no checking",12,"all paid","retraining",3447,"500<=X<1000","1<=X<4",4,"female div/dep/mar","none",3,"real estate",35,"stores","own",1,"unskilled resident",2,"0","1","good"
"246","no checking",24,"existing paid","business",1258,"<100","4<=X<7",4,"male single","none",1,"real estate",25,"stores","own",1,"skilled",1,"1","1","good"
"247","no checking",12,"critical/order existing credit","radio/tv",717,"<100",">=7",4,"male single","none",4,"real estate",52,"stores","own",3,"skilled",1,"0","1","good"
"248","no checking",6,"no credits/all paid","new car",1204,"100<=X<500","1<=X<4",3.84,"male single","none",1,"no known property",35,"bank","rent",1,"skilled",1,"0","0","good"
"249",">=200",24,"existing paid","furniture/equipment",1925,"<100","1<=X<4",2,"male single","none",2,"real estate",26,"stores","own",1,"skilled",1,"0","1","good"
"250","no checking",18,"existing paid","radio/tv",433,"<100","unemployed",3,"female div/dep/mar","co applicant",4,"real estate",22,"stores","rent",1,"skilled",1,"0","1","bad"
"251","<0",6,"critical/order existing credit","new car",666,">=1000","4<=X<7",3,"female div/dep/mar","none",4,"real estate",39,"stores","own",2,"unskilled resident",1,"1","1","good"
"252",">=200",12,"existing paid","furniture/equipment",2251,"<100","1<=X<4",1,"female div/dep/mar","none",2,"car",46,"stores","own",1,"unskilled resident",1,"0","1","good"
"253","0<=X<200",30,"existing paid","furniture/equipment",2150,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"no known property",24,"bank","own",1,"skilled",1,"0","1","bad"
"254","no checking",24,"delayed previously","furniture/equipment",4151,"100<=X<500","1<=X<4",2,"male single","none",3,"life insurance",35,"stores","own",2,"skilled",1,"0","1","good"
"255","0<=X<200",9,"existing paid","furniture/equipment",2030,"no known savings","4<=X<7",2,"male single","none",1,"car",24,"stores","own",1,"skilled",1,"1","1","good"
"256","0<=X<200",60,"delayed previously","radio/tv",7418,"no known savings","1<=X<4",1,"male single","none",1,"real estate",27,"stores","own",1,"unskilled resident",1,"0","1","good"
"257","no checking",24,"critical/order existing credit","radio/tv",2684,"<100","1<=X<4",4,"male single","none",2,"real estate",35,"stores","own",2,"unskilled resident",1,"0","1","good"
"258","<0",12,"all paid","radio/tv",2149,"<100","1<=X<4",4,"male div/sep","none",1,"no known property",29,"stores","for free",1,"skilled",1,"0","1","bad"
"259","no checking",15,"existing paid","used car",3812,"100<=X<500","<1",1,"female div/dep/mar","none",4,"car",24,"stores","own",1,"skilled",1,"1","1","good"
"260","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"261","<0",12,"existing paid","furniture/equipment",1657,"<100","1<=X<4",2,"male single","none",2,"real estate",27,"stores","own",1,"skilled",1,"0","1","good"
"262","<0",24,"existing paid","radio/tv",1603,"<100",">=7",4,"female div/dep/mar","none",4,"car",55,"stores","own",1,"skilled",1,"0","1","good"
"263","<0",18,"critical/order existing credit","new car",5302,"<100",">=7",2,"male single","none",4,"no known property",36,"stores","for free",3,"high qualif/self emp/mgmt",1,"1","1","good"
